"","year","id","race","sex","age","region","childhoodFamIncome","highestDegree","spouseHighestDegree","householdSize","currentFamIncome","hrsUsuallyWork","hrsSpouseUsuallyWork","maritalStatus","numChildren","afraidWalkNightNeighborhood","troubleSleeping","jobSatisfaction","jobStressful","happiness","health","hrsEmailPerWeek","hrsWWWperWeek"
"1857",2018,1857,"White","Male",80,"W. sou. central","Below average","Lt high school","",1,"$25000 or more",NA,NA,"Widowed",NA,"","","","No issp","Not too happy","",NA,NA
"1858",2018,1858,"White","Female",86,"W. sou. central","Above average","Graduate","",1,"$25000 or more",NA,NA,"Widowed",2,"No","","","No issp","Pretty happy","Excellent",NA,NA
"1859",2018,1859,"Other","Female",33,"W. sou. central","Average","High school","High school",2,"$20000 - 24999",NA,NA,"Married",0,"Yes","Often","Somewhat satisfied","Often","Very happy","Good",0,8
"1860",2018,1860,"White","Female",28,"W. sou. central","Average","Bachelor","",4,"$25000 or more",NA,NA,"Never married",1,"No","Sometimes","Somewhat satisfied","Often","Very happy","Excellent",NA,NA
"1861",2018,1861,"White","Female",30,"W. sou. central","Average","High school","",2,"$7000 to 7999",NA,NA,"Divorced",3,"No","Often","Somewhat satisfied","Hardly ever","Pretty happy","Good",3,30
"1862",2018,1862,"White","Female",23,"W. sou. central","Average","High school","",1,"Lt $1000",NA,NA,"Never married",0,"Yes","","","No issp","Not too happy","Good",NA,NA
"1863",2018,1863,"Other","Female",45,"W. sou. central","Average","Graduate","Bachelor",4,"$25000 or more",NA,NA,"Married",2,"","Sometimes","Somewhat satisfied","Sometimes","Very happy","",10,4
"1864",2018,1864,"White","Male",77,"W. sou. central","Average","Lt high school","",1,"$25000 or more",NA,NA,"Divorced",2,"Yes","Sometimes","Very satisfied","Sometimes","Pretty happy","Good",0,NA
"1865",2018,1865,"White","Female",39,"W. sou. central","Far below average","Lt high school","High school",3,"$25000 or more",NA,NA,"Married",3,"","","","No issp","Pretty happy","",1,10
"1866",2018,1866,"White","Male",81,"W. sou. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",3,"No","","","No issp","Very happy","Fair",NA,NA
"1867",2018,1867,"Other","Female",32,"W. sou. central","Below average","Lt high school","",4,"$4000 to 4999",NA,NA,"Separated",5,"No","","","No issp","Not too happy","Fair",0,55
"1868",2018,1868,"White","Male",34,"W. sou. central","Below average","Lt high school","High school",3,"$25000 or more",NA,NA,"Married",1,"No","Rarely","Very satisfied","Sometimes","Very happy","Excellent",NA,NA
"1869",2018,1869,"White","Female",39,"W. sou. central","Below average","Junior college","",4,"$25000 or more",NA,NA,"Never married",2,"Yes","","","No issp","Not too happy","Poor",1,1
"1870",2018,1870,"Other","Female",59,"W. sou. central","Far below average","High school","",1,"$25000 or more",NA,NA,"Divorced",2,"Yes","Often","Not at all satisfied","Always","Not too happy","Excellent",NA,NA
"1871",2018,1871,"Other","Male",49,"W. sou. central","Far below average","Bachelor","",2,"$25000 or more",NA,NA,"Divorced",4,"No","Rarely","Somewhat satisfied","Always","Pretty happy","Good",12,5
"1872",2018,1872,"White","Male",84,"W. sou. central","Below average","Bachelor","Lt high school",2,"$25000 or more",NA,NA,"Married",3,"Yes","","","No issp","Pretty happy","Good",NA,NA
"1873",2018,1873,"White","Female",24,"W. sou. central","Average","Lt high school","",5,"$25000 or more",NA,NA,"Never married",0,"","Sometimes","Somewhat satisfied","Often","Pretty happy","",0,10
"1874",2018,1874,"Other","Male",52,"W. sou. central","Below average","High school","High school",3,"$25000 or more",NA,NA,"Married",2,"No","Rarely","Very satisfied","Sometimes","Very happy","Excellent",20,20
"1875",2018,1875,"White","Female",36,"W. sou. central","Average","High school","High school",4,"$25000 or more",NA,NA,"Married",3,"","","","No issp","Pretty happy","",14,20
"1876",2018,1876,"Other","Female",30,"W. sou. central","Far below average","Lt high school","Lt high school",6,"$25000 or more",NA,NA,"Married",4,"","","","No issp","Pretty happy","",0,7
"1877",2018,1877,"Black","Female",67,"W. sou. central","Average","High school","",1,"$10000 - 14999",NA,NA,"Never married",3,"No","","","No issp","Very happy","Excellent",0,NA
"1878",2018,1878,"White","Male",18,"W. sou. central","Average","Lt high school","",2,"$25000 or more",NA,NA,"Never married",0,"Yes","","","No issp","Pretty happy","Excellent",NA,NA
"1879",2018,1879,"Black","Female",53,"W. sou. central","Average","High school","",1,"$25000 or more",NA,NA,"Never married",1,"","Rarely","Very satisfied","Sometimes","Pretty happy","",0,1
"1880",2018,1880,"White","Female",49,"W. sou. central","Average","High school","",2,"$5000 to 5999",NA,NA,"Separated",3,"No","","","No issp","Not too happy","Fair",NA,NA
"1881",2018,1881,"Black","Female",24,"W. sou. central","Average","High school","",4,"$10000 - 14999",NA,NA,"Never married",3,"No","Rarely","Very satisfied","Never","Very happy","Good",14,2
"1882",2018,1882,"Other","Female",72,"W. sou. central","Average","Lt high school","",1,"$7000 to 7999",NA,NA,"Separated",NA,"No","","","No issp","Very happy","Fair",NA,NA
"1883",2018,1883,"White","Female",54,"W. sou. central","Don't know","High school","Lt high school",2,"$25000 or more",NA,NA,"Married",3,"No","","","No issp","Very happy","Good",10,20
"1884",2018,1884,"Other","Male",21,"W. sou. central","Below average","High school","",4,"$6000 to 6999",NA,NA,"Never married",0,"No","Never","Very satisfied","Never","Pretty happy","Good",0,0
"1885",2018,1885,"Other","Male",34,"W. sou. central","Average","High school","High school",1,"$25000 or more",NA,NA,"Married",4,"","Rarely","Somewhat satisfied","Sometimes","Very happy","",0,10
"1886",2018,1886,"White","Female",60,"W. sou. central","Below average","High school","",2,"$25000 or more",NA,NA,"Divorced",2,"Yes","Often","Somewhat satisfied","Sometimes","Not too happy","Fair",0,2
"1887",2018,1887,"White","Female",25,"W. sou. central","Below average","High school","High school",4,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Very happy","Good",NA,NA
"1888",2018,1888,"Other","Female",53,"W. sou. central","Average","High school","",2,"$25000 or more",40,NA,"Divorced",3,"","No answer","No answer","No answer","Pretty happy","",6,12
"1889",2018,1889,"White","Male",33,"W. sou. central","Average","High school","High school",4,"$25000 or more",NA,NA,"Married",2,"No","Sometimes","Very satisfied","Hardly ever","Pretty happy","Good",2,20
"1890",2018,1890,"Other","Female",30,"W. sou. central","Average","High school","High school",10,"$25000 or more",NA,NA,"Married",NA,"No","Never","Very satisfied","Sometimes","Very happy","Good",NA,NA
"1891",2018,1891,"Other","Male",43,"W. sou. central","Average","High school","",4,"$25000 or more",NA,NA,"Divorced",3,"No","Often","Very satisfied","Hardly ever","Pretty happy","Fair",NA,NA
"1892",2018,1892,"Other","Male",27,"W. sou. central","Average","Lt high school","",2,"$25000 or more",NA,NA,"Never married",1,"","Sometimes","Somewhat satisfied","Often","Not too happy","",0,NA
"1893",2018,1893,"Black","Male",57,"W. sou. central","Below average","High school","",2,"$20000 - 24999",NA,NA,"Never married",1,"No","","","No issp","Very happy","Poor",NA,NA
"1894",2018,1894,"Other","Female",43,"W. sou. central","Below average","Lt high school","",3,"$1000 to 2999",NA,NA,"Never married",4,"","","","No issp","Pretty happy","",2,5
"1895",2018,1895,"Other","Female",49,"W. sou. central","Average","High school","",3,"$10000 - 14999",NA,NA,"Divorced",2,"Yes","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",1,1
"1896",2018,1896,"White","Female",61,"W. sou. central","Below average","Lt high school","",5,"$20000 - 24999",NA,NA,"Divorced",6,"No","Sometimes","Very satisfied","Hardly ever","Pretty happy","Good",NA,NA
"1897",2018,1897,"Other","Male",39,"W. sou. central","Below average","High school","",3,"$25000 or more",NA,NA,"Separated",2,"Yes","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",NA,NA
"1898",2018,1898,"White","Female",54,"W. sou. central","Average","High school","",3,"$25000 or more",NA,NA,"Divorced",2,"","Sometimes","Very satisfied","Often","Pretty happy","",6,1
"1899",2018,1899,"Other","Female",55,"W. sou. central","Average","Lt high school","Lt high school",6,"$25000 or more",NA,NA,"Married",5,"Yes","Never","Very satisfied","Hardly ever","Pretty happy","Excellent",10,30
"1900",2018,1900,"Black","Male",54,"W. sou. central","Average","High school","",1,"$4000 to 4999",NA,NA,"Never married",0,"","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","",0,8
"1901",2018,1901,"Other","Male",49,"W. sou. central","Below average","Lt high school","Lt high school",2,"$25000 or more",NA,NA,"Married",3,"","Rarely","Somewhat satisfied","Often","Pretty happy","",NA,NA
"1902",2018,1902,"Black","Female",77,"W. sou. central","Average","High school","",3,"$8000 to 9999",NA,NA,"Divorced",5,"","","","No issp","Very happy","",NA,NA
"1903",2018,1903,"White","Female",80,"W. sou. central","Average","High school","Lt high school",3,"$25000 or more",NA,NA,"Married",5,"No","","","No issp","Pretty happy","Good",0,4
"1904",2018,1904,"White","Male",43,"W. sou. central","Below average","Lt high school","Lt high school",2,"$25000 or more",NA,NA,"Married",3,"No","Never","Very satisfied","Sometimes","Not too happy","Excellent",NA,NA
"1905",2018,1905,"Other","Female",45,"W. sou. central","Average","Lt high school","",5,"$10000 - 14999",NA,NA,"Widowed",3,"Yes","Rarely","Very satisfied","Sometimes","Not too happy","Fair",0,5
"1906",2018,1906,"Black","Male",33,"W. sou. central","Average","High school","High school",5,"$25000 or more",NA,NA,"Married",4,"No","","","No issp","Very happy","Fair",1,24
"1907",2018,1907,"White","Male",51,"W. sou. central","Average","High school","",1,"$25000 or more",NA,NA,"Divorced",0,"No","Rarely","Somewhat satisfied","Often","Pretty happy","Good",NA,NA
"1908",2018,1908,"White","Female",34,"W. sou. central","Average","High school","",6,"$25000 or more",NA,NA,"Never married",3,"Yes","Rarely","Somewhat satisfied","Sometimes","Pretty happy","Fair",NA,NA
"1909",2018,1909,"White","Male",28,"W. sou. central","Below average","Bachelor","Bachelor",2,"$25000 or more",NA,NA,"Married",0,"No","Sometimes","Very satisfied","Sometimes","Very happy","Good",NA,NA
"1910",2018,1910,"White","Female",35,"W. sou. central","Average","Junior college","High school",4,"$25000 or more",NA,NA,"Married",1,"","Sometimes","Very satisfied","Sometimes","Very happy","",4,4
"1911",2018,1911,"White","Male",61,"W. sou. central","Average","Bachelor","",2,"Refused",NA,NA,"Widowed",3,"No","Sometimes","Very satisfied","Hardly ever","Not too happy","Fair",5,10
"1912",2018,1912,"White","Female",35,"Mountain","Average","Graduate","High school",2,"$25000 or more",NA,NA,"Married",0,"Yes","Sometimes","Very satisfied","Often","Pretty happy","Good",1,5
"1913",2018,1913,"White","Female",66,"Mountain","Below average","High school","",2,"$25000 or more",NA,NA,"Divorced",0,"","Often","Very satisfied","Sometimes","Pretty happy","",2,0
"1914",2018,1914,"White","Male",43,"Mountain","Average","High school","",1,"$25000 or more",NA,NA,"Divorced",2,"No","Sometimes","Very satisfied","Often","Pretty happy","Poor",30,15
"1915",2018,1915,"White","Male",20,"Mountain","Below average","High school","",1,"$15000 - 19999",NA,NA,"Never married",0,"No","Sometimes","Not too satisfied","Sometimes","Not too happy","Excellent",NA,NA
"1916",2018,1916,"White","Male",60,"Mountain","Average","Graduate","Graduate",2,"Refused",NA,NA,"Married",0,"Yes","","","No issp","Pretty happy","Good",5,14
"1917",2018,1917,"White","Female",64,"Mountain","Average","Junior college","Junior college",2,"$25000 or more",NA,NA,"Married",2,"Yes","","","No issp","Pretty happy","Good",NA,NA
"1918",2018,1918,"Other","Male",34,"Mountain","Below average","High school","",1,"Don't know",NA,NA,"Never married",0,"Yes","","","No issp","Not too happy","Poor",8,140
"1919",2018,1919,"White","Male",60,"Mountain","Below average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"","Rarely","Somewhat satisfied","Sometimes","Pretty happy","",1,5
"1920",2018,1920,"White","Male",34,"Mountain","Average","High school","",2,"$25000 or more",NA,NA,"Never married",0,"","Sometimes","Very satisfied","Sometimes","Very happy","",0,2
"1921",2018,1921,"White","Female",31,"Mountain","Average","High school","Bachelor",2,"$25000 or more",NA,NA,"Married",1,"Yes","Sometimes","Not at all satisfied","Sometimes","Pretty happy","Good",NA,NA
"1922",2018,1922,"White","Male",24,"Mountain","Average","High school","",2,"$25000 or more",NA,NA,"Never married",0,"","Often","Very satisfied","Always","Pretty happy","",25,35
"1923",2018,1923,"Other","Female",64,"Mountain","Below average","Bachelor","",3,"$25000 or more",NA,NA,"Divorced",4,"Yes","Sometimes","Somewhat satisfied","Often","Pretty happy","Good",2,7
"1924",2018,1924,"White","Female",38,"Mountain","Below average","Junior college","",4,"Refused",30,NA,"Never married",2,"Yes","Often","Not at all satisfied","Sometimes","Pretty happy","Fair",NA,NA
"1925",2018,1925,"White","Male",56,"Mountain","Below average","Lt high school","",2,"$25000 or more",NA,NA,"Never married",3,"No","Rarely","Somewhat satisfied","Sometimes","Pretty happy","Good",6,12
"1926",2018,1926,"White","Female",60,"Mountain","Average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",0,"Yes","Sometimes","Very satisfied","Sometimes","Very happy","Excellent",NA,NA
"1927",2018,1927,"White","Male",27,"Mountain","Far above average","High school","",3,"$25000 or more",NA,NA,"Never married",1,"No","Never","Very satisfied","Always","Very happy","Excellent",2,5
"1928",2018,1928,"White","Female",25,"Mountain","Average","High school","",3,"$25000 or more",NA,NA,"Never married",0,"Yes","Sometimes","Somewhat satisfied","Hardly ever","Not too happy","Poor",NA,NA
"1929",2018,1929,"Other","Male",38,"Mountain","Average","High school","",1,"Refused",NA,NA,"Never married",1,"No","Often","Very satisfied","Sometimes","Pretty happy","Good",1,2
"1930",2018,1930,"Other","Female",71,"Mountain","Average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",1,"No","Sometimes","Very satisfied","Never","Pretty happy","Excellent",1,1
"1931",2018,1931,"White","Male",73,"Mountain","Below average","High school","High school",2,"$25000 or more",NA,NA,"Married",1,"No","Rarely","Very satisfied","Sometimes","Very happy","Good",10,8
"1932",2018,1932,"White","Female",61,"Mountain","Below average","Graduate","High school",2,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Pretty happy","Excellent",NA,NA
"1933",2018,1933,"White","Female",30,"Mountain","Below average","Lt high school","",4,"Refused",NA,NA,"Separated",3,"","Rarely","Somewhat satisfied","Hardly ever","Very happy","",NA,NA
"1934",2018,1934,"White","Female",66,"Mountain","Below average","Graduate","",1,"$25000 or more",NA,NA,"Divorced",1,"","","","No issp","Pretty happy","",2,2
"1935",2018,1935,"White","Female",53,"Mountain","Above average","High school","",3,"$15000 - 19999",NA,NA,"Divorced",4,"Yes","Never","Somewhat satisfied","Sometimes","Pretty happy","Fair",0,10
"1936",2018,1936,"White","Male",41,"Mountain","Above average","Bachelor","Bachelor",2,"Don't know",NA,NA,"Married",4,"No","Sometimes","Somewhat satisfied","Hardly ever","Pretty happy","Good",NA,NA
"1937",2018,1937,"White","Female",56,"Mountain","Above average","Graduate","Graduate",2,"Refused",NA,NA,"Married",4,"No","Often","Very satisfied","Sometimes","Pretty happy","Excellent",4,10
"1938",2018,1938,"White","Female",26,"Mountain","Far below average","Bachelor","Bachelor",2,"$25000 or more",NA,NA,"Married",0,"No","Often","Not at all satisfied","Often","Not too happy","Good",NA,NA
"1939",2018,1939,"White","Male",39,"Mountain","Far below average","Bachelor","Junior college",2,"$25000 or more",NA,NA,"Married",3,"Yes","","","No issp","Pretty happy","Good",24,10
"1940",2018,1940,"White","Female",60,"Mountain","Above average","Bachelor","Bachelor",2,"Don't know",NA,NA,"Married",2,"No","","","No issp","Very happy","Excellent",2,25
"1941",2018,1941,"White","Male",56,"Mountain","Average","Graduate","High school",2,"$25000 or more",NA,NA,"Married",2,"No","Never","Very satisfied","Sometimes","Very happy","Excellent",2,20
"1942",2018,1942,"White","Female",18,"Mountain","Average","High school","",3,"Don't know",NA,NA,"Never married",0,"Don't know","","","No issp","Pretty happy","Good",NA,NA
